83963,14926,733,10370,134667,6653,8591,33240,26910,21605,11111,20580,16841,4034,9763,6471,2851,2792,27170,12687,29403,5422,22581,30041,50387,14795,65262,8577,21532,48653,7220,4059,7996,3688,24275,14255,21490,7809,98254,23171,10746,3841,12060,3229,2889,5402,17106,7135,5813,6053,51220,182572,6883,6594,12091,1326,17645,101825,9881,10350,44280,13145,12242,13114,14865,9819,6838,37591,10650,9026,2214334
39768,6370,121,2603,51742,1245,4941,15096,8656,8055,4262,11306,4020,1953,3974,3469,2740,1413,10880,7334,17024,2258,8588,19101,26111,6040,17925,2613,9170,16372,2328,1114,3679,1992,8583,7648,11781,2563,36069,8905,6236,3248,3599,1531,984,1775,5779,2831,817,3370,15876,102771,5299,2330,4103,525,4450,39748,4375,1019,22058,7242,4095,6313,472,3345,6238,13251,7041,6651,1066487
20900,4317,223,2613,27186,929,2008,7620,8658,4455,3254,5935,2213,1299,2295,2336,989,622,5639,4115,10111,824,4181,5431,14256,2629,12626,3445,3017,12492,2511,172,1942,657,1965,2631,5277,2612,21796,7167,2516,1344,1550,598,233,471,3099,939,280,1391,9773,51731,2601,2572,3354,430,3163,26948,4366,558,15601,4730,4205,2316,1471,2821,1367,6498,2256,2134,696116
109508,18004,1402,9974,99860,5062,10213,21605,23454,21411,10080,24317,9026,7756,12068,9529,5247,2596,21390,10487,24258,3068,16326,15859,27046,12578,51301,8849,20090,62652,14232,1482,5978,2445,7473,13162,16582,8838,88108,27215,16342,5150,7437,1874,1160,2800,10404,8057,1438,4421,43997,209955,6067,10999,20552,5040,16613,85395,17467,336,57299,16809,16589,9029,5525,8855,6041,22052,9325,8467,2406700
96502,14181,1398,9816,98690,6596,9537,39018,26554,24239,13433,31362,10308,6827,11597,7037,8324,3508,27290,18345,47283,3503,21403,55521,39176,20789,55028,8576,15407,47743,4485,1776,10830,4123,7068,15041,40620,7206,90589,26407,19597,8375,13810,1674,373,3713,11376,6781,1444,9757,46213,230779,11928,8240,13964,2590,12332,116547,10318,440,57354,18495,16530,9674,2260,10434,11551,33220,19633,6932,2614537
